funny,beautiful,ingenious,courageous,longwinded,confusing,informative,fascinating,unconvincing,persuasive,jaw_dropping,ok,obnoxious,inspiring,total,positive,negative,talk_id
5,50,53,19,64,24,318,340,29,74,75,79,5,164,1299,1098,122,734
40,78,909,49,17,17,386,1071,40,92,1334,68,25,542,4668,4501,99,735
28,6,148,7,1,5,161,125,24,38,50,33,24,57,707,620,54,736
523,364,279,232,116,29,1437,1391,70,701,184,130,74,1112,6642,6223,289,737
4,2,3,106,21,6,176,12,22,107,80,12,5,16,572,506,54,738
46,307,42,151,138,12,95,89,81,231,47,189,28,1011,2467,2019,259,739
0,31,60,8,58,10,116,121,18,28,71,40,18,80,659,515,104,740
268,46,404,44,90,26,821,855,93,415,173,144,36,325,3740,3351,245,741
11,70,20,413,11,2,71,146,41,170,128,61,42,536,1722,1565,96,742
4,10,72,61,7,3,223,77,17,251,52,17,1,201,996,951,28,743
12,76,16,170,32,25,344,83,51,364,79,57,29,606,1944,1750,137,744
98,241,59,502,22,14,140,46,88,777,95,100,43,694,2919,2652,167,745
6,59,156,15,33,15,62,198,166,22,109,73,37,73,1024,700,251,746
405,61,44,124,27,30,139,48,31,157,15,101,18,279,1479,1272,106,747
4013,201,229,353,36,13,202,262,28,185,148,200,42,451,6363,6044,119,748
110,11,277,25,22,30,365,395,95,310,59,93,35,301,2128,1853,182,749
250,713,754,23,54,13,1216,1225,37,477,169,190,33,806,5960,5633,137,750
0,56,18,28,38,4,235,189,24,61,24,76,4,87,844,698,70,751
132,282,342,80,23,39,637,579,64,516,267,75,21,926,3983,3761,147,752
149,78,40,47,22,9,102,74,21,99,13,78,14,198,944,800,66,753
10,7,16,57,46,32,232,35,69,143,16,53,22,67,805,583,169,754
234,33,183,16,29,26,354,158,223,139,18,297,49,141,1900,1276,327,755
35,241,143,218,27,11,388,316,70,592,74,81,28,1485,3709,3492,136,756
17,25,45,58,42,23,406,107,36,277,33,106,15,246,1436,1214,116,757
8,194,13,53,107,33,55,61,80,40,16,72,41,292,1065,732,261,758
366,136,187,94,22,38,1209,364,249,752,94,488,48,796,4843,3998,357,759
14,382,51,32,85,6,578,722,36,53,185,126,22,279,2571,2296,149,760
239,151,627,173,16,12,385,1069,19,491,670,83,8,1609,5552,5414,55,761
10,86,66,7,45,37,37,115,31,15,20,46,10,98,623,454,123,762
5,7,31,163,40,12,103,95,17,81,23,18,17,210,822,718,86,763
8,41,19,79,26,14,74,66,27,172,37,40,21,295,919,791,88,764
1620,30,221,29,124,59,368,180,173,171,45,251,114,174,3559,2838,470,765
4,12,9,14,8,12,262,66,23,163,34,23,11,36,677,600,54,766
14,174,146,96,41,13,309,381,24,431,149,88,8,1193,3067,2893,86,767
11,24,29,11,30,117,907,395,329,156,25,607,21,133,2795,1691,497,768
5,8,172,7,39,19,307,230,32,124,43,47,10,99,1142,995,100,769
20,190,32,7,11,9,132,148,7,1,20,50,12,57,696,607,39,770
128,44,77,20,13,14,605,367,7,37,86,69,8,59,1534,1423,42,771
230,115,381,35,80,19,970,1014,52,473,97,298,16,1404,5184,4719,167,772
0,19,22,24,4,1,35,16,1,25,11,36,2,83,279,235,8,773
3,43,0,96,11,3,60,12,17,56,25,36,10,191,563,486,41,774
183,47,343,32,6,10,148,203,177,62,54,132,18,207,1622,1279,211,775
26,127,49,37,14,21,688,262,204,374,24,191,28,363,2408,1950,267,776
144,46,19,6,17,6,165,141,3,15,13,31,1,50,657,599,27,777
9,2,45,1,29,37,281,108,175,43,15,225,38,65,1073,569,279,778
80,120,249,69,105,8,582,995,50,201,272,122,93,494,3440,3062,256,779
4,58,20,146,4,2,78,45,8,74,18,24,7,243,731,686,21,780
544,25,293,132,12,6,262,147,7,289,56,31,10,426,2240,2174,35,781
9,44,862,33,9,5,413,411,11,297,199,29,9,505,2836,2773,34,782
10,49,81,191,79,42,385,186,135,440,72,77,32,631,2410,2045,288,783
0,22,37,13,18,0,129,94,4,46,26,17,5,70,481,437,27,784
167,42,116,75,7,8,554,330,17,535,135,32,4,471,2493,2425,36,785
30,985,85,1560,49,84,62,235,194,190,329,219,133,2153,6308,5629,460,786
133,155,160,41,16,10,502,641,26,190,132,98,9,300,2413,2254,61,787
13,53,75,69,45,20,383,164,59,379,46,86,48,504,1944,1686,172,788
0,6,39,25,13,1,229,26,4,123,13,58,6,80,623,541,24,789
27,26,185,17,25,27,102,117,22,97,26,34,6,154,865,751,80,790
426,496,245,72,45,18,23,189,39,39,74,49,19,607,2341,2171,121,791
18,491,16,1254,7,11,88,47,8,137,163,26,9,944,3219,3158,35,792
7,537,146,420,44,14,206,157,38,374,125,63,37,1535,3703,3507,133,793
171,14,85,5,68,56,502,317,113,101,26,141,12,107,1718,1328,249,794
10,16,9,77,11,15,316,38,40,248,47,98,51,187,1163,948,117,795
418,57,67,159,34,21,148,88,30,126,30,100,7,256,1541,1349,92,796
39,225,29,6,10,17,2,28,24,8,23,48,43,100,602,460,94,797
6,38,160,56,27,6,127,141,38,138,82,24,17,484,1344,1232,88,798
2,19,56,29,60,16,465,136,129,261,13,119,24,184,1513,1165,229,799
22,10,16,23,40,19,165,26,63,181,8,92,25,154,844,605,147,800
29,17,87,8,9,3,162,123,7,145,29,26,14,104,763,704,33,801
8,679,214,14,48,22,6,344,26,14,205,72,14,250,1916,1734,110,802
7,13,136,26,123,58,437,363,122,195,49,160,28,283,2000,1509,331,803
1,16,616,46,32,19,299,109,93,328,42,111,5,128,1845,1585,149,804
4,63,28,49,19,3,144,74,4,84,20,26,4,181,703,647,30,805
39,26,258,16,20,29,260,393,11,58,163,24,8,108,1413,1321,68,806
18,541,187,34,31,13,5,212,26,4,148,63,15,261,1558,1410,85,807
6,84,231,198,38,8,184,137,16,236,31,48,3,705,1925,1812,65,808
0,3,1,11,75,11,90,10,53,36,2,42,13,41,388,194,152,809
1,174,48,1246,30,12,899,129,71,689,942,56,52,618,4967,4746,165,810
0,5,31,119,39,14,175,34,44,196,44,44,13,192,950,796,110,811
25,72,291,22,8,141,432,302,95,298,50,109,9,238,2092,1730,253,812
55,49,296,160,96,27,522,270,127,828,69,147,32,715,3393,2964,282,813
137,614,244,23,71,32,594,758,178,367,125,149,20,334,3646,3196,301,814
7,126,17,149,9,9,30,92,10,39,16,30,10,424,968,900,38,815
11,399,218,156,11,11,100,262,49,91,98,47,27,722,2202,2057,98,816
5,20,4,16,48,7,121,28,24,50,7,40,8,38,416,289,87,817
78,8,10,9,90,17,204,20,130,104,13,122,295,22,1122,468,532,818
3,175,18,270,18,4,75,60,19,179,61,17,17,461,1377,1302,58,819
596,131,631,506,230,56,1254,643,496,1520,117,584,95,1776,8635,7174,877,820
490,151,578,254,21,9,204,359,6,332,119,40,11,901,3475,3388,47,821
370,218,129,653,37,55,500,293,811,670,359,179,263,1187,5724,4379,1166,822
30,357,285,313,69,27,333,369,172,776,102,127,14,1744,4718,4309,282,823
111,19,70,70,16,15,279,164,37,342,83,59,28,123,1416,1261,96,824
6,32,505,50,6,3,155,294,0,107,131,15,0,310,1614,1590,9,825
21,28,154,86,24,7,166,107,32,121,23,88,11,309,1177,1015,74,826
55,72,48,205,10,12,132,79,56,262,44,34,27,447,1483,1344,105,827
62,633,77,1555,23,19,322,234,73,835,290,121,63,2055,6362,6063,178,828
26,79,73,613,13,9,95,170,27,143,141,47,14,787,2237,2127,63,829
40,27,16,77,63,43,375,179,286,170,59,97,359,240,2031,1183,751,830
16,117,115,176,54,27,463,195,51,547,42,142,26,1042,3013,2713,158,831
702,188,98,371,71,12,593,196,86,177,36,187,69,488,3274,2849,238,832
20,58,245,58,38,18,489,339,37,515,57,74,23,682,2653,2463,116,833
574,280,893,330,22,27,1460,1364,41,1452,634,118,34,1803,9032,8790,124,834
40,391,16,172,2,3,197,285,7,131,240,15,2,376,1877,1848,14,835
171,447,128,1149,52,51,1084,466,129,1360,236,228,86,3817,9404,8858,318,836
10,47,43,59,21,6,107,46,7,114,21,28,3,303,815,750,37,837
5225,7942,1094,8280,283,155,4561,4638,233,3510,2100,500,113,21444,60078,58794,784,838
9,70,84,175,96,9,383,186,95,583,35,99,18,805,2647,2330,218,839
1103,147,163,216,57,76,374,126,527,560,47,540,304,666,4906,3402,964,840
202,896,135,488,61,66,1208,874,257,593,233,155,77,1093,6338,5722,461,841
334,79,377,88,26,19,467,833,23,74,91,77,14,296,2798,2639,82,842
5,60,203,441,17,4,634,182,26,480,299,34,10,433,2828,2737,57,843
861,1285,156,569,102,17,143,596,58,556,217,184,37,4019,8800,8402,214,844
11,49,13,172,57,15,121,32,81,220,15,82,33,375,1276,1008,186,845
143,125,222,41,39,40,461,563,107,189,72,256,23,324,2605,2140,209,846
515,17,242,97,41,10,152,238,34,21,53,89,20,162,1691,1497,105,847
30,305,77,239,82,24,113,102,133,369,16,149,59,962,2660,2213,298,848
8,16,80,202,52,15,582,174,165,524,63,145,52,315,2393,1964,284,849
13,32,29,310,58,14,461,90,95,611,155,60,80,412,2420,2113,247,850
9,223,5,312,43,7,23,73,11,24,195,30,37,480,1472,1344,98,851
77,42,33,73,88,46,244,46,163,246,22,114,87,340,1621,1123,384,852
5,33,149,2,10,10,183,312,6,20,245,21,2,95,1093,1044,28,853
410,45,162,27,20,21,70,188,102,7,42,194,26,79,1393,1030,169,854
68,81,117,134,74,29,1378,812,130,728,256,156,39,517,4519,4091,272,855
3,19,205,26,20,2,392,93,14,411,22,40,6,211,1464,1382,42,856
766,101,99,100,15,18,66,64,71,110,14,177,11,462,2074,1782,115,857
1,23,60,18,106,25,95,144,156,28,31,84,44,94,909,494,331,858
26,112,9,114,38,12,10,25,7,32,16,32,9,278,720,622,66,859
36,36,173,24,7,13,140,127,35,78,13,39,13,155,889,782,68,860
52,11,51,14,58,13,126,90,60,94,17,147,13,277,1023,732,144,861
22,25,41,21,45,35,466,152,190,175,8,255,30,114,1579,1024,300,862
124,73,96,59,38,23,610,715,98,493,116,98,27,851,3421,3137,186,863
7,334,45,164,15,17,8,86,23,29,97,42,17,311,1195,1081,72,864
981,448,213,446,18,16,426,401,47,1360,112,221,29,3318,8036,7705,110,865
48,51,196,18,53,14,264,366,112,115,73,123,35,287,1755,1418,214,866
5,73,12,186,2,0,27,60,2,17,50,14,2,301,751,731,6,867
10,154,1108,71,11,8,512,796,14,573,358,36,8,1321,4980,4903,41,868
175,244,49,14,38,4,4,207,11,5,216,44,30,83,1124,997,83,869
0,175,13,41,47,10,84,38,40,124,11,47,16,320,966,806,113,870
90,153,351,32,21,26,1367,1646,37,294,273,141,23,497,4951,4703,107,871
4,294,27,307,73,13,109,108,44,261,54,102,6,864,2266,2028,136,872
8,7,44,13,37,18,200,50,37,68,10,62,7,138,699,538,99,873
215,68,22,175,12,4,121,126,15,137,38,28,32,507,1500,1409,63,874
3,45,47,211,179,30,325,109,273,356,27,138,100,282,2125,1405,582,875
3,16,34,67,11,8,179,169,5,43,93,31,6,104,769,708,30,876
12,173,11,46,38,16,36,50,58,36,13,45,71,178,783,555,183,877
11,5,150,24,18,5,161,143,15,107,41,39,4,84,807,726,42,878
8,466,21,18,13,12,3,111,19,6,80,43,15,156,971,869,59,879
4,128,31,227,19,9,217,128,24,194,78,42,16,666,1783,1673,68,880
87,555,402,523,19,16,62,433,27,191,386,50,28,1335,4114,3974,90,881
8,105,20,327,13,7,118,125,19,107,41,67,14,677,1648,1528,53,882
9,15,28,125,53,61,690,64,108,385,69,207,31,124,1969,1509,253,883
6,91,457,111,9,10,396,635,14,49,873,38,17,544,3250,3162,50,884
73,183,18,173,64,19,82,70,95,118,21,113,125,514,1668,1252,303,885
258,243,1971,258,42,29,787,1258,45,918,989,172,53,2681,9704,9363,169,886
31,391,832,49,96,68,583,1330,83,85,970,110,29,588,5245,4859,276,887
8,15,155,27,14,13,183,41,23,135,17,53,7,139,830,720,57,888
390,209,124,93,70,28,417,427,83,347,93,98,36,708,3123,2808,217,889
43,183,72,28,91,31,343,525,66,74,90,110,23,199,1878,1557,211,890
1003,381,76,336,10,10,43,95,8,370,58,85,16,2079,4570,4441,44,891
3,308,68,9,44,5,252,273,22,88,10,73,11,307,1473,1318,82,892
612,4430,498,1266,116,77,118,1220,76,348,1567,174,107,4986,15595,15045,376,893
869,195,457,122,21,25,692,506,26,750,124,84,19,826,4716,4541,91,894
279,145,41,44,34,20,253,199,117,84,22,157,51,203,1649,1270,222,895
19,19,64,94,37,37,663,690,104,232,926,47,95,118,3145,2825,273,896
11,98,381,101,15,15,163,294,73,54,278,90,44,508,2125,1888,147,897
21,139,28,15,11,36,13,107,23,5,47,46,39,71,601,446,109,898
149,275,111,214,29,13,400,278,183,532,59,140,26,1087,3496,3105,251,899
13,11,145,82,27,53,505,311,29,134,355,64,16,30,1775,1586,125,900
77,370,417,19,29,12,75,337,13,21,342,53,17,215,1997,1873,71,901
15,50,368,62,11,12,248,367,53,203,351,131,15,381,2267,2045,91,902
8,1921,818,131,13,5,47,808,15,43,1310,35,24,1803,6981,6889,57,903
78,36,379,2,3,6,212,137,16,38,51,62,11,236,1267,1169,36,904
36,87,21,553,86,24,295,201,71,404,137,200,30,1443,3588,3177,211,905
37,97,34,44,27,13,97,109,33,142,16,63,13,440,1165,1016,86,906
939,33,465,281,48,38,283,279,50,194,53,91,37,312,3103,2839,173,907
19,172,414,147,0,0,45,186,4,67,297,13,5,822,2191,2169,9,908
93,705,22,1203,52,29,39,262,34,216,376,63,11,2141,5246,5057,126,909
4,131,10,16,7,2,16,16,13,42,10,61,15,130,473,375,37,910
48,526,345,82,78,66,1726,2304,147,469,452,224,47,1238,7752,7190,338,911
60,38,216,335,9,9,684,215,69,1076,76,144,10,1230,4171,3930,97,912
164,273,41,443,23,8,53,111,4,15,235,18,0,614,2002,1949,35,913
12,65,1086,250,6,3,338,411,12,323,353,41,2,1152,4054,3990,23,914
6,59,142,1135,22,7,309,738,9,103,85,46,13,4185,6859,6762,51,915
13,209,167,1117,129,53,506,429,236,1161,320,129,189,1072,5730,4994,607,916
652,462,550,649,259,73,683,959,228,1250,202,400,129,2626,9122,8033,689,917
59,475,800,271,42,10,132,550,25,239,467,31,6,1743,4850,4736,83,918
9,113,26,36,27,11,255,259,9,25,62,64,2,161,1059,946,49,919
327,1942,76,932,31,28,211,695,66,821,357,313,25,5834,11658,11195,150,920
47,31,84,67,73,12,467,607,56,217,171,86,28,230,2176,1921,169,921
18,8,52,14,138,38,443,153,20,250,21,137,11,70,1373,1029,207,922
64,23,636,25,15,30,255,539,9,102,456,16,11,243,2424,2343,65,923
19,143,355,8,11,6,256,320,112,45,182,132,60,214,1863,1542,189,924
145,182,474,50,14,16,183,384,6,72,125,51,1,738,2441,2353,37,925
32,69,246,777,33,21,3467,1000,74,2514,625,235,26,1086,10205,9816,154,926
2,229,10,338,7,8,24,26,25,30,37,20,13,385,1154,1081,53,927
12,133,235,9,27,28,104,234,57,18,82,67,21,164,1191,991,133,928
32,67,366,30,6,5,230,330,50,36,82,62,10,250,1556,1423,71,929
168,73,173,39,48,71,673,1032,47,161,179,73,7,248,2992,2746,173,930
12,1626,84,20,18,21,172,726,13,60,512,47,16,638,3965,3850,68,931
295,1125,33,402,4,9,275,922,6,219,617,30,3,889,4829,4777,22,932
8,37,581,3,7,15,336,468,9,87,311,24,7,216,2109,2047,38,933
978,565,167,68,37,22,1041,921,75,620,68,256,12,1814,6644,6242,146,934
32,182,249,11,0,0,164,249,3,38,123,29,0,224,1304,1272,3,935
175,77,32,5,78,12,179,183,19,18,7,83,20,250,1138,926,129,936
0,23,384,28,29,18,269,468,7,37,384,30,13,155,1845,1748,67,937
54,548,557,64,15,8,92,445,6,43,290,33,3,597,2755,2690,32,938
111,58,94,50,17,12,1494,596,22,178,61,142,1,359,3195,3001,52,939
91,527,24,18,4,5,262,597,9,15,222,54,11,173,2012,1929,29,940
1410,94,558,28,22,21,1108,255,49,237,167,206,54,174,4383,4031,146,941
735,73,151,40,27,40,37,58,56,25,46,94,218,81,1681,1246,341,942
62,448,487,23,42,35,195,618,36,35,239,78,19,570,2887,2677,132,943
3,26,10,68,15,2,140,41,6,132,42,5,1,248,739,710,24,944
9,135,5,258,17,11,151,94,34,43,39,35,26,320,1177,1054,88,945
18,81,45,191,54,49,720,199,166,366,28,103,60,344,2424,1992,329,946
6,545,27,14,6,0,2,89,4,4,161,26,2,188,1074,1036,12,947
43,25,35,62,106,25,51,80,51,61,29,36,57,164,825,550,239,948
14,62,275,86,6,5,82,187,13,44,166,23,1,363,1327,1279,25,949
127,149,80,20,80,152,99,92,236,51,13,331,32,306,1768,937,500,950
38,91,468,49,41,144,389,1347,210,98,674,143,32,261,3985,3415,427,951
311,311,151,172,17,11,44,101,91,128,16,140,84,518,2095,1752,203,952
22,26,36,77,102,34,176,109,123,227,19,108,76,289,1424,981,335,953
425,15,222,33,11,4,337,538,29,59,115,63,25,114,1990,1858,69,954
16,1132,532,160,41,2,65,584,38,26,362,94,46,1060,4158,3937,127,955
4,13,146,54,24,26,162,107,159,104,30,60,59,126,1074,746,268,956
6,37,58,147,67,19,458,336,55,257,45,61,24,257,1827,1601,165,957
16,130,6,812,3,3,142,45,37,159,104,56,9,559,2081,1973,52,958
9,20,161,16,36,21,365,424,25,85,269,33,22,280,1766,1629,104,959
488,172,461,55,23,15,21,231,23,10,181,28,28,334,2070,1953,89,960
98,40,61,112,16,9,85,86,30,248,49,25,16,420,1295,1199,71,961
12,645,13,24,13,11,135,321,59,25,140,150,37,131,1716,1446,120,962
25,74,214,33,44,64,20,156,138,12,101,139,145,117,1282,752,391,963
4,292,37,14,46,13,5,132,46,9,54,46,27,134,859,681,132,964
0,8,45,48,141,12,299,85,151,186,19,129,40,196,1359,886,344,965
6,261,149,96,67,80,402,807,152,74,90,207,28,399,2818,2284,327,966
21,334,8,196,7,14,21,24,52,27,14,90,41,324,1173,969,114,967
0,110,30,3,31,13,220,252,29,15,21,66,6,100,896,751,79,968
456,120,148,477,63,94,164,250,225,120,36,295,93,469,3010,2240,475,969
7,52,19,440,16,25,57,43,131,211,38,39,96,496,1670,1363,268,970
10,44,227,29,17,5,518,641,19,93,72,40,4,190,1909,1824,45,971
21,41,40,232,8,0,237,110,7,225,75,21,6,438,1461,1419,21,972
5,6685,266,120,1,7,92,199,29,50,28,48,2,491,8023,7936,39,973
1427,322,386,680,30,25,542,528,128,1977,111,560,36,6171,12923,12144,219,974
142,134,204,15,121,34,251,238,120,26,35,218,135,77,1750,1122,410,975
136,564,45,14,23,0,396,513,4,13,47,62,5,72,1894,1800,32,976
0,21,49,150,48,36,167,220,36,30,160,21,8,284,1230,1081,128,977
11,110,30,7,13,14,136,126,53,23,19,131,21,114,808,576,101,978
3,6,17,158,67,12,342,52,36,323,18,68,20,186,1308,1105,135,979
5,21,57,208,21,25,266,135,42,281,33,42,8,253,1397,1259,96,980
54,86,208,243,79,28,439,446,66,730,132,91,28,878,3508,3216,201,981
15,63,7,179,7,0,97,35,6,31,8,17,3,194,662,629,16,982
282,42,157,82,22,9,929,581,29,462,217,70,13,323,3218,3075,73,983
24,1698,138,1000,121,92,242,499,111,325,247,135,60,2203,6895,6376,384,984
158,128,546,66,47,91,1360,1729,71,441,811,128,26,347,5949,5586,235,985
110,630,1333,59,24,16,260,1197,20,73,1487,119,13,721,6062,5870,73,986
4,11,38,210,14,9,316,113,48,521,50,20,14,181,1549,1444,85,987
33,50,313,17,62,54,644,661,99,263,211,101,12,175,2695,2367,227,988
568,123,204,19,10,4,960,1125,15,413,127,112,7,426,4113,3965,36,989
9,47,42,130,40,9,258,54,34,306,82,42,8,486,1547,1414,91,990
92,577,229,164,52,60,2027,984,132,1219,83,532,74,2334,8559,7709,318,991
26,12,80,31,25,17,314,348,160,90,52,227,44,102,1528,1055,246,992
8,85,1235,40,63,25,455,719,119,154,482,104,16,539,4044,3717,223,993
17,32,93,30,107,38,624,440,389,187,48,178,125,174,2482,1645,659,994
6,5,47,5,10,16,361,126,29,139,15,70,5,53,887,757,60,995
708,31,89,157,9,25,837,320,232,521,138,118,87,162,3434,2963,353,996
10,498,41,769,119,122,56,158,127,90,246,79,204,828,3347,2696,572,997
19,33,99,36,13,8,319,148,49,283,30,78,5,373,1493,1340,75,998
0,56,15,86,5,0,103,64,9,56,28,39,2,247,710,655,16,999
11,118,71,331,51,6,75,95,43,288,119,30,20,777,2035,1885,120,1000
9,61,37,13,7,14,366,202,25,42,19,150,7,117,1069,866,53,1001
527,1419,1102,37,41,35,116,1646,100,116,1324,226,40,574,7303,6861,216,1002
92,20,35,52,18,24,257,93,61,190,7,222,9,132,1212,878,112,1003
2,24,56,15,35,14,405,411,21,105,66,56,9,65,1284,1149,79,1004
8,120,39,356,14,14,364,84,73,501,60,41,45,745,2464,2277,146,1005
5,8,185,15,35,115,179,178,240,29,38,159,14,141,1341,778,404,1006
4,519,21,248,80,37,112,172,72,202,53,100,58,1076,2754,2407,247,1007
9,8,29,9,131,60,249,97,74,56,4,136,9,64,935,525,274,1008
14,214,32,313,9,11,57,198,6,15,66,28,10,409,1382,1318,36,1009
4,19,172,42,100,64,196,298,156,58,80,84,29,106,1408,975,349,1010
281,213,249,117,10,16,56,128,51,152,41,67,30,503,1914,1740,107,1011
7,7,26,49,23,31,512,158,103,276,18,80,15,108,1413,1161,172,1012
57,24,79,94,49,8,439,328,56,331,67,62,16,134,1744,1553,129,1013
391,61,127,48,41,49,30,82,144,15,13,97,114,138,1350,905,348,1014
105,25,68,17,6,16,367,384,26,143,199,25,16,120,1517,1428,64,1015
17,9,47,12,48,45,311,165,253,75,15,102,47,40,1186,691,393,1016
19,55,57,153,33,12,150,67,37,250,46,53,7,457,1396,1254,89,1017
65,33,140,52,70,42,728,556,205,527,135,84,148,169,2954,2405,465,1018
956,44,603,32,67,43,688,844,73,62,172,126,78,188,3976,3589,261,1019
70,12,51,43,7,12,274,38,36,211,18,125,16,75,988,792,71,1020
2,12,21,45,4,0,317,201,2,73,164,19,0,62,922,897,6,1021
240,62,156,100,18,3,557,350,81,412,42,111,20,442,2594,2361,122,1022
8,658,57,263,18,6,250,308,29,430,138,39,3,1321,3528,3433,56,1023
1,15,143,66,2,3,187,119,20,190,24,59,2,308,1139,1053,27,1024
1,37,6,51,2,4,70,16,15,39,5,29,11,149,435,374,32,1025
509,28,128,393,26,32,1535,583,33,1069,243,60,28,260,4927,4748,119,1026
8,251,3,4,35,22,7,42,53,4,54,82,37,35,637,408,147,1027
59,298,42,140,59,38,605,202,68,142,54,197,35,387,2326,1929,200,1028
21,13,194,10,53,55,215,284,37,67,69,40,26,93,1177,966,171,1029
91,125,350,134,33,31,559,355,194,1061,47,392,45,1475,4892,4197,303,1030
783,3854,1197,4151,158,138,1368,3364,201,2606,2051,863,134,17290,38158,36664,631,1031
11,44,570,41,15,6,494,256,18,318,185,47,27,511,2543,2430,66,1032
18,170,27,17,8,5,34,80,16,35,15,28,9,153,615,549,38,1033
355,161,159,21,67,19,852,949,62,251,68,110,26,463,3563,3279,174,1034
32,263,84,4,51,17,221,304,67,112,28,91,16,235,1525,1283,151,1035
159,3,3,20,8,5,165,51,26,2,11,67,11,36,567,450,50,1036
321,140,406,174,139,95,3306,2076,331,1312,221,493,63,866,9943,8822,628,1037
155,104,546,319,26,18,256,414,69,234,208,51,34,406,2840,2642,147,1038
241,661,789,952,26,10,422,1295,34,548,770,146,30,3192,9116,8870,100,1039
2,107,691,207,52,32,308,578,96,312,951,55,54,900,4345,4056,234,1040
3,0,7,18,6,17,194,57,41,93,26,31,18,9,520,407,82,1041
0,36,198,39,3,2,107,198,4,16,105,6,1,200,915,899,10,1042
7,126,147,17,13,31,47,132,42,11,46,59,12,71,761,604,98,1043
17,43,87,184,61,33,1499,752,139,1243,279,105,33,523,4998,4627,266,1044
165,219,434,77,29,91,802,1053,39,454,273,49,11,469,4165,3946,170,1045
46,60,92,142,72,34,524,458,123,292,72,123,45,260,2343,1946,274,1046
0,35,168,107,4,1,153,135,9,109,90,14,0,304,1129,1101,14,1047
25,315,123,6,39,4,22,224,6,17,76,38,5,259,1159,1067,54,1048
360,22,191,140,192,38,122,127,83,31,32,119,62,61,1580,1086,375,1049
185,210,161,35,42,16,622,779,102,336,135,59,33,561,3276,3024,193,1050
10,20,140,29,5,3,100,115,36,32,47,39,1,79,656,572,45,1051
107,45,187,12,75,60,583,679,56,204,70,59,17,139,2293,2026,208,1052
467,174,258,7,22,7,13,257,54,3,137,117,32,83,1631,1399,115,1053
7,10,9,90,6,2,114,35,6,120,36,30,4,107,576,528,18,1054
86,39,62,110,8,5,252,81,7,313,40,50,4,297,1354,1280,24,1055
17,71,193,11,12,24,327,517,38,73,174,53,10,135,1655,1518,84,1056
393,245,505,23,8,12,38,407,7,11,85,48,5,248,2035,1955,32,1057
2,82,178,37,10,6,175,221,8,64,74,62,3,217,1139,1050,27,1058
7,57,148,19,28,34,478,423,13,30,114,73,4,142,1570,1418,79,1059
2401,306,662,320,16,9,35,309,22,118,91,51,20,1369,5729,5611,67,1060
77,12,80,34,78,57,363,230,332,248,63,99,111,191,1975,1298,578,1061
12,16,39,63,40,4,104,46,50,170,24,37,0,162,767,636,94,1062
12,1115,192,54,28,16,475,970,58,104,701,97,63,657,4542,4280,165,1063
22,85,154,269,11,3,51,286,1,4,342,31,7,234,1500,1447,22,1064
428,225,268,374,23,26,228,386,76,122,335,361,65,1064,3981,3430,190,1065
5,15,79,11,11,9,252,316,9,65,109,19,2,117,1019,969,31,1066
557,63,96,31,45,36,55,86,58,93,11,155,30,281,1597,1273,169,1067
149,29,103,49,17,18,316,219,90,310,72,71,28,311,1782,1558,153,1068
36,301,23,477,20,17,101,110,17,190,130,52,31,1138,2643,2506,85,1069
696,25,180,35,16,5,570,647,24,220,106,74,30,170,2798,2649,75,1070
37,101,355,12,8,2,121,237,32,25,72,93,5,144,1244,1104,47,1071
427,61,144,13,31,30,141,106,173,19,23,212,105,73,1558,1007,339,1072
12,92,537,69,5,4,405,250,32,275,53,52,24,881,2691,2574,65,1073
145,938,84,1743,33,14,73,486,20,320,446,100,30,3203,7635,7438,97,1074
70,175,118,193,27,59,116,232,109,148,66,167,111,593,2184,1711,306,1075
17,128,56,24,127,15,765,577,62,191,90,167,21,223,2463,2071,225,1076
124,446,381,98,18,18,62,300,88,190,135,24,22,398,2304,2134,146,1077
10,120,42,27,12,0,236,190,5,68,28,26,8,240,1012,961,25,1078
114,346,77,397,113,23,244,212,80,375,39,205,35,1379,3639,3183,251,1079
3,28,6,39,45,18,131,39,29,109,18,43,22,62,592,435,114,1080
62,1228,92,185,44,27,25,346,42,45,180,68,47,787,3178,2950,160,1081
12,6,18,91,13,17,139,42,31,112,19,64,8,169,741,608,69,1082
325,53,1443,40,4,2,470,686,8,161,420,31,8,957,4608,4555,22,1083
29,84,36,3,53,5,392,370,9,40,47,84,8,86,1246,1087,75,1084
6,21,322,36,4,9,246,343,4,94,245,21,3,232,1586,1545,20,1085
8,229,70,12,12,8,61,143,8,60,34,37,3,279,964,896,31,1086
69,18,198,13,14,10,128,112,12,20,55,54,4,90,797,703,40,1087
7,25,36,556,6,2,294,72,12,288,60,30,6,383,1777,1721,26,1088
0,245,8,342,2,14,109,101,23,59,80,38,3,288,1312,1232,42,1089
7,39,427,66,9,3,278,385,2,135,217,18,4,213,1803,1767,18,1090
6,11,59,61,26,13,306,90,22,276,44,39,5,175,1133,1028,66,1091
68,19,349,34,10,26,89,275,51,30,171,36,38,129,1325,1164,125,1092
27,79,6,250,7,2,24,64,1,17,102,17,1,316,913,885,11,1093
145,33,69,58,19,1,220,47,34,329,33,26,22,406,1442,1340,76,1094
4,6,84,28,25,11,83,16,61,105,11,31,9,48,522,385,106,1095
10,53,94,18,149,69,740,605,89,180,68,120,22,201,2418,1969,329,1096
